dim,trace_2,eigenvalues
11,-5.332943318912497,"[-0.7579104686566889, -2.224029800022627, -0.3597764961823584, -0.60328312227624, 0.639622817210614, -0.6009339581229476, 0.7559946382736791, -1.878051983548525, 0.636887578086855, -1.8148476872716601, 0.873385163597403]"
10,-0.5731869473615947,"[-1.1812026057970761, -0.26877524495214145, -2.3741349494170425, 0.34972712488017876, 2.046698011064278, -1.8402727937277485, 1.4077905927115801, 2.241794505319348, -1.5726404231198177, 0.6178288356768462]"
12,5.43842887584021,"[-0.8512638756194473, 0.4149764524149271, 2.6320759245758274, 2.363919153544875, -1.5525126854874787, -0.6690733291791964, -0.038106397356711064, 2.1003861547501965, -1.1452473748190444, -0.7814486665174218, 1.2524064962090793, 1.7123170233246046]"
6,1.6555734734347658,"[-0.8734842078586085, 0.3839350533375132, -0.9639829315119961, 2.3242158896603287, -0.8531141398881961, 1.6380038096957246]"
3,0.12719228819444983,"[-0.05036808010894234, 1.6994670713510724, -1.5219067030476803]"
7,0.04747644547992791,"[0.23168366225423132, -0.3230622965453711, -0.5277703761134043, 1.7181595350798724, -1.7114228242980971, 1.518774908560133, -0.8588861634574363]"
12,-2.974642536383541,"[-0.972684902802585, 0.2430364338135158, 0.95805002937256, -0.262150883091381, -1.905782403628554, 0.03859888445973958, -1.94840888910832, 1.4127760956990207, 0.21162109836422704, 1.7816076446099722, -1.6808592819725396, -0.8504463620991962]"
4,0.4689569443642032,"[0.4878792003759731, -1.5173435906128687, 1.3997608716491645, 0.09866046295193431]"
6,-0.9807808452020179,"[2.383966708054222, -1.8343609358952708, 0.8813680000720487, -1.2404738583348007, -2.0262279798568765, 0.8549472207586595]"
12,5.120574312613172,"[0.44459292766934944, 2.1984929011669965, -0.9606114759787274, 1.0568609445825232, 0.5431507769483974, 1.1799051197901833, 0.030341670411992094, -1.1725732844268162, -1.1999972116591349, 0.6451830812542196, 1.202570468358863, 1.152658394495326]"
2,1.2611652557876187,"[-0.2949790947071613, 1.55614435049478]"
9,-1.5616111690065342,"[-1.8894174795342162, -0.6293189904499359, -1.475136050881449, -0.3221347351583965, -1.561490679404277, 0.9153448413966312, 2.3732662522684973, 0.24487585389539657, 0.7823998188612151]"
4,0.3247208705276581,"[-0.22923828632558552, -0.3744634097584978, -0.031093948039644825, 0.9595165146513862]"
11,-7.891752165224694,"[-2.712433630614422, -1.77580110860707, 1.6788654729535053, -0.3221326433355296, 1.84469172050995, 0.34176150486547163, -2.226063262777485, -0.8182706524642849, -1.527936832960721, -1.2982713859864707, -1.0761613468076376]"
1,-0.5215198765181253,[-0.5215198765181253]
6,5.279642756325666,"[1.8748195468600568, -0.5220520924225398, 2.460640879991486, -0.48497343229704937, 2.4861007406321805, -0.5348928864384681]"
8,-1.8202100238266878,"[-1.3020447745623958, 1.113573261293391, 0.012414985283203617, 1.3965002514065472, -1.0940871817273345, -0.09642731863641885, -1.5585547977568908, -0.2915844491267898]"
12,2.396779110437747,"[1.3883895023328674, -1.6710005696320849, 2.2338682791509794, 0.32038905640421866, -0.091545815120321, -0.04723454847671604, 2.0904132848174126, -1.3223118458017349, -1.0291073378998605, -0.32593084143736784, 1.6427717822497736, -0.7919218361494198]"
5,4.769865192632679,"[1.7843095915477982, -2.30322660477974, 1.3972191145712842, 2.5194585341352007, 1.3721045571581354]"
7,5.059179305579558,"[0.3472882971123701, -1.1955462184643584, 1.3950841304050399, 0.29493768372725704, 1.5670390385982267, 0.9160562047463734, 1.7343201694546493]"
7,-1.3715594753059044,"[0.5354461835576814, -1.9748337060763546, -0.37927332417375137, 0.9736680754021014, 0.08627398975865219, -0.19942675452551217, -0.4134139392487213]"
11,0.710295948890765,"[-0.9082161853801951, 0.5305512934412113, 1.173709587054382, 2.353842322310166, -0.2711762266650317, -0.9644470789060116, 1.1856965211857768, -1.7284350233859245, 1.489775305986233, -2.172367006312548, 0.02136243956270656]"
12,-4.031309993900129,"[-1.6800448380029647, 0.9185809480506655, 1.265652241100534, 0.22481253657211653, -1.0800423950485023, -0.28658471889523174, 0.7463575917682261, -2.2452313245355326, 0.29614000035671983, 0.6663161079699553, -0.16355786937955763, -2.6937082738565565]"
5,0.4771903852536208,"[-1.4228028773130177, 0.3567069083528631, 1.9370357446301338, 1.1159494449401706, -1.509698835356529]"
4,-3.681789597728534,"[-1.1164124879241955, 0.7056287479164469, -2.6151000605911983, -0.6559057971295874]"
6,3.129036905173335,"[-0.7980007037013417, 2.09843248180271, -2.0589170552106397, 0.5876337445061273, 2.2426090005247175, 1.0572794372517618]"
12,-2.9116758133161786,"[-0.3853167715620076, 1.6675118516447767, 1.3568346633411292, -1.8023515908495757, -0.817572270867946, -1.5137887790096423, 1.617552280146071, 1.0372489627647905, -1.1785505444107691, -0.5093166959831779, -0.687035931023829, -1.6968909875059983]"
6,3.1745249139760574,"[0.36580578945552356, -2.2472223718929483, 1.281682312661037, 0.9612169409539355, 1.4581495416331394, 1.3548927011653702]"
3,0.5814486600383497,"[0.9426064963492666, -0.14007965260944255, -0.22107818370147436]"
12,1.4777748013407614,"[-1.4768024316805604, -1.5568188265556933, 2.614518260314964, 0.22643938102487882, -1.825553368716145, 1.0407934629984008, 0.952921183340965, 2.5696674200823035, -0.45872490335928173, -2.118681126942903, 0.6267659540342803, 0.8832497967995523]"
8,4.306321808656565,"[1.0025920157659254, 0.9422305433080873, 2.3775171946100904, -0.6659998683351827, -2.264484363005503, 1.0733270210212744, 1.6007002089033526, 0.2404390563885208]"
6,-2.093564878531404,"[1.9952847836377727, -1.395407669875372, -1.7665159347514552, 1.8033642911052374, -0.24314362478051388, -2.487146723867073]"
5,-0.6679046995659101,"[-0.5668580790898057, -1.8343132396579265, 0.552897309745866, 1.4409675295925406, -0.26059822015658485]"
5,6.363937674206108,"[2.2541998579128264, 1.3332948679698409, 2.4111601624884904, -0.4925025470162474, 0.8577853328511975]"
10,-0.700180562769612,"[-1.5581307220367073, 1.352650513836919, 1.1255321917206427, 1.4235365257173336, -0.3904967022440857, -1.2591379955160458, 1.2137673286775352, -1.8101112112369866, 0.6309910788227122, -1.4287815705109297]"
5,1.81589655761388,"[1.3274837603148577, 2.2730969761261863, 0.3295655949945018, -2.122600258633548, 0.008350484811882275]"
7,-3.7302455812741053,"[-0.027743154852143626, 0.5730565610777218, -1.006303477245326, -0.4153670068133337, -0.6685630291284408, -1.2679447295549393, -0.9173807447576436]"
10,0.5072749721575471,"[2.4652089668981874, -1.024123060694646, 0.537072692573227, -0.504696671275993, -1.623531216519215, -0.9014284823489651, 1.9123279748852409, -1.5788142923965662, 1.87309585544874, -0.6478367944124623]"
3,0.34264861032351046,"[0.6902186222949487, -0.12293339767539635, -0.22463661429604187]"
6,-2.694203725455871,"[1.3341523503456085, -0.9416003694534203, -0.6405005800317234, -1.8639882683726556, -1.051254539477278, 0.46898768153359827]"
5,1.5219074409621125,"[1.9820291262830856, 0.5175908170706318, -1.274442160063525, 1.5436576873408554, -1.2469280296689356]"
5,-1.8502340494955276,"[0.411703453203081, -0.40678590498457545, 0.6759118723368593, -0.411267264287404, -2.1197962057634885]"
3,-1.448205061380496,"[0.6129885675948197, -0.124450603653806, -1.9367430253215097]"
11,4.099059777236168,"[1.2607086795120206, 0.29343026800261596, -0.8501199298117188, -2.452535157625915, 0.045888616685480166, 1.4238665595383408, 1.7371990765933067, 1.703314826040193, 0.7891781263582622, 1.8199673360067368, -1.6718386240631533]"
8,-0.014466758159060511,"[1.2000526192792225, 1.352449314365456, -0.48334129526889535, -0.5075472959150811, -1.5093142182958217, -1.2766276014197255, -0.2532093625933185, 1.4630710816891033]"
4,2.2038753790036485,"[1.0899422783142518, 0.4032393921072921, 1.0983991400896262, -0.3877054315075217]"
2,-0.46863330747741583,"[0.958930760742362, -1.4275640682197779]"
5,5.32396107951525,"[0.9403521106582469, 1.3934525233212747, -0.41178527759272976, 1.6711666108094483, 1.73077511231901]"
2,-1.6195680092991154,"[-2.204767942734277, 0.5851999334351614]"
8,0.6844584751860225,"[-0.8947162980610321, -0.8966434195044606, 0.8991621107792467, 2.2789300646035255, -0.5904923735523608, -0.3116091512922736, 1.530997105509639, -1.3311695632962615]"
12,-1.1649380777551577,"[2.382200998715312, 0.2681125936954456, -0.5495667313317929, 1.781309560608118, -1.851981184365291, 0.9804189100965277, -2.7691808664783464, -1.9678713228969005, 0.6733818058446359, 0.8941004782532684, 1.6904984531718132, -2.696360773067948]"
11,-5.908794166549327,"[-1.1985838585489004, 1.1285182946882868, -1.4200559658762935, 1.4060554687255338, -2.533205843125284, 1.990828224795385, -1.757689268016187, -0.9215461023812559, 0.7610412865657707, -2.110233798208659, -1.253922605167723]"
12,-2.879825517358412,"[-1.1069274052644094, -0.657140312621777, 2.0017458631801115, -1.601480923348163, 0.864954285495843, -0.9911530411588483, -1.606974266275138, -0.7684629457942163, 0.24252110645864455, 1.2552778531226063, -2.2430157260378962, 1.730829994884831]"
9,5.7367248453415165,"[1.8593026774883428, -1.254704099600777, 1.2520331521307706, 1.015566580786572, 1.644541867027701, -1.246091427514506, 0.7357252377136319, 2.4663761492888416, -0.7360252919790597]"
2,-1.30682370672293,"[-1.8850420315197387, 0.5782183247968087]"
9,5.55988982929585,"[1.301763487666927, 0.049554736789063636, 1.0472049936621968, -0.8434076830278427, 2.4559961713511957, 0.5791746579491508, 0.8582218757350875, -1.0723814992803016, 1.1837630884503736]"
4,-3.9813105170962917,"[0.5253213669297416, -1.1586193650110959, -1.2720669788141066, -2.075945540200831]"
5,-0.7129445622453996,"[-1.791514895448541, 0.4391389192624091, 1.3956478552524545, 0.4201330146894877, -1.17634945600121]"
5,-6.2305515461038645,"[-1.2659253990005808, -1.1873227241986677, 0.0587589530621373, -2.2099863432751805, -1.626076032691573]"
1,1.6631241078323735,[1.6631241078323735]
8,0.8968329667332335,"[2.390450435729154, -1.2836637670272324, -0.35413467927055287, -0.8883937778921696, -0.7482628050463309, -0.6482443900890109, 0.6689897833721923, 1.7600921669571838]"
7,-3.793594828594999,"[-2.670710595849215, 0.7688284276252335, -0.9690772204324094, -0.8429080833190361, -0.8856037837023933, -0.9193675339570375, 1.7252439610398587]"
8,0.858511601756657,"[1.9687213434150919, -0.47378656021278776, 0.9369812908883306, -2.0941620248404904, -1.334919164881304, 1.8677574809942148, 0.45897823098541535, -0.47105899459181355]"
1,-1.0747604835749696,[-1.0747604835749696]
11,8.174448021003197,"[-2.3223618644210924, 1.0059974772991294, 2.3699338560920205, 2.0340914109777937, 1.743129434516654, -0.10586210537097118, -0.6974455229959697, 1.8830672570685238, -1.1985255474300063, 0.748232657508948, 2.7141909677581677]"
8,1.0608911781490256,"[1.6928278859502304, 1.456934726713985, -2.206879996144367, 1.7324980883615244, 0.6201051236697697, -0.5300558323045164, -2.1965434035239024, 0.49200458542630177]"
11,-3.3470469627874455,"[-2.2817982544231237, -1.7087334318886807, 0.5556271387858898, -0.33928061212062355, -1.7389284071377966, -1.8146848217777671, -0.4397394685409104, 1.4304827953517099, 1.528833088781934, -0.06483442311440069, 1.5260094332963239]"
10,3.0404705123454097,"[-1.3090142040071207, 2.7912189639281597, -2.255805355170274, 0.8672415061765899, 0.5017321089763658, -0.9822602820295898, 1.9863409273589174, 0.3662893589058167, 0.04579101383268336, 1.0289364743738614]"
6,1.3372365965499924,"[-1.7159205070008074, -2.3325791036862453, 2.544086280616599, -0.39228049969921885, 1.8061785111579964, 1.4277519151616684]"
2,-1.2205769232720605,"[-2.2939815865211597, 1.0734046632490992]"
2,3.641104014018952,"[2.7056084627820893, 0.9354955512368628]"
9,-8.221292694993096,"[-1.421481353228051, -1.8584162549372736, -1.2868140929381628, -2.3714039485370138, -1.152012776084195, 0.5291500481055884, 0.3504772782811276, -0.29340413425163936, -0.7173874614034776]"
11,0.37116002016966476,"[1.475928618945201, -0.3798158935591389, -1.9177962351696354, 1.0831651441472685, 0.524759998306652, -1.8619197743127507, 0.416731424738233, 1.1427363852232113, 0.4734675212036157, -0.6977308051481454, 0.11163363579515373]"
6,-3.674123311248612,"[2.1207345217636084, -1.4023088883643142, -2.3399571365502614, -1.7244617360633518, -0.2241548664115598, -0.10397520562273321]"
5,2.867886124198558,"[1.5056244058773705, -1.8618201990822052, 1.822734304412171, 0.016034744067682016, 1.3853128689235397]"
5,-6.972775009084424,"[0.017593552411540703, -1.443642554492063, -1.1512475464261849, -1.733053026115154, -2.662425434462562]"
10,3.410679732431261,"[-0.04918523082588555, 0.4145299887732308, -1.874131478420902, -1.3351294122594448, 1.5256683782946694, -0.14006275040541194, 2.532198472508736, 1.4975511704152793, 0.5890233652911476, 0.2502172290598428]"
12,-4.512990992850355,"[-1.7716770070167982, -2.545358694604188, 1.7263655042306199, -1.6404891700762525, 0.7552159940589585, -0.23703091810914723, 1.0461575944379713, -0.9255799710284982, -0.563397838530602, -0.09131952767870644, -0.36503580175110173, 0.09915884321739066]"
9,8.092096511221806,"[-1.1852376072373048, 1.986592971992192, 2.1796298781765295, 0.8631993250940573, 0.8307732756581534, 1.3092272295522087, -1.2366462147039547, 1.3026379143588245, 2.0419197383311]"
11,1.017899413654837,"[2.6014171899551477, 1.6902122152030183, -1.8738511543450416, -2.5238658547410777, -1.3245841676305594, 1.227145578103174, -0.1898743167501129, -0.6648927778198819, 1.1370840836938716, 0.9564848366273111, -0.01737621864101202]"
1,1.4752423709748634,[1.4752423709748634]
4,3.4988786773030527,"[1.662314850282193, 0.3949942029185016, 0.08938987807278576, 1.3521797460295724]"
7,-7.240609472789318,"[-1.628551363490917, 0.18238764340632763, -1.5193394329754193, 0.6446322554305057, -0.8806633028525104, -1.782172154750713, -2.256903117556592]"
1,1.5208927607814728,[1.5208927607814728]
9,1.7880907002072433,"[-0.02309977541982633, -1.755461562160258, -1.1712990113717563, 2.6383195372200867, 1.328962970992586, -1.4553321136303914, -0.6020414087333616, 1.4795239504790554, 1.3485181128311088]"
11,-7.860980282339625,"[0.8803195269285395, -0.9882237984983671, 1.1050897204253656, -1.9065885110943261, -1.2785286731781649, -1.9399111323421445, -0.22009528710834658, -1.905193304941363, -0.3122241474563676, -1.5870337956580445, 0.29140912058359225]"
6,0.6294344847642392,"[-1.281323209396672, -0.6634712724294181, 1.7424636026991904, -1.374015490206531, 1.1948733426437008, 1.010907511453969]"
11,-3.006685023749553,"[0.662828884329862, -0.49819797094174634, 0.4658816156857224, -1.6942794995657795, -0.04665560615770081, -1.0667337758182887, -1.0986885482738882, 0.3067543969114901, 0.6267728073712537, -0.47903784546792716, -0.1853294818225506]"
5,-2.118080247843767,"[-1.9624885195850963, 1.5239642583078363, 1.7538370979674514, -2.603859505159021, -0.8295335793749368]"
2,-3.350142275338657,"[-0.9312671489329718, -2.4188751264056854]"
8,-2.887225865330094,"[-2.4517622860066814, -2.3437471686808578, 2.092494666124374, -2.2436486713802437, 2.2844056033295685, 1.303911387135884, -0.39659854815977313, -1.132280847692365]"
12,-0.48409780437315275,"[-1.8530730513362408, 1.4310337800609285, 1.7352063839695204, -2.274580609000674, 1.8345631268496043, -1.344240629441487, -0.9314450135907173, 1.56444907502565, 1.2135861977911673, 0.9751511690604122, -0.5781139936534476, -2.2566342401078683]"
5,2.24293513126216,"[-0.29451088637185885, 1.786667775700876, -0.9060657952742426, 1.7417752088380012, -0.08493117163061603]"
5,1.7119185824116654,"[0.02101852666194004, -1.0370752131855436, 1.0041639865471907, 1.0354280473323514, 0.6883832350557268]"
2,-1.7006415554176812,"[-0.6050227556364898, -1.0956187997811915]"
9,-2.6639839254274693,"[-1.3654773666094304, 1.7001449742611912, 1.919781462850906, -1.528126535861108, -0.09118063413672406, -1.1058284972886567, -1.1103491141283135, -0.9476406128567143, -0.13530760165861944]"
11,1.3329744095254135,"[-1.5103426582254056, 2.1559064446405, 0.5609282565754219, -0.09750383677647623, -0.0020802132367228054, 0.16990155081649494, 1.3370986013317148, 0.914561187391087, 0.10410877044652844, -1.6404511989103197, -0.659152494527409]"
4,-0.2229076176567779,"[1.4833258756331893, 0.8704583075562011, -1.6393180287842986, -0.9373737720618698]"
1,-0.7255423290871086,[-0.7255423290871086]
4,1.9716750345004272,"[0.9469270890456625, -0.120273688505935, 0.6300797413107087, 0.5149418926499911]"
9,-2.0691776466828746,"[-1.46804606741085, 0.31383430841389215, -0.4442445819423342, 0.7254679342437109, -0.4940439102739078, 1.620090080953442, -1.9500308319732904, -1.127959567054275, 0.7557549883607377]"
12,7.573347878585274,"[0.3241335741184672, 0.359760759838728, 2.347051155844, 1.0543546319745158, 1.4422238699255359, 1.0388638235527825, -0.35807984127976145, 1.6119615889228291, -1.0631000096250223, 1.3273288054636967, -0.5112923021688922, 0.0001418220183939667]"
2,1.0239438165577144,"[-1.3153978723746578, 2.339341688932372]"
8,-4.484037289975128,"[0.8188228494442393, -1.1402452613249277, -1.9313570405010623, 0.459216476097148, -1.7284267130307234, 0.3067203005990691, -0.907409339426233, -0.36135856183263826]"
6,0.05038007929416488,"[-0.6613259790109018, -0.41188362176077664, -0.03729879749882947, 2.4809529876544825, -0.21796703879791712, -1.1020974712918925]"
3,2.23007424269986,"[0.49796110805726324, 0.5859375586145283, 1.1461755760280683]"
8,4.9435079423049295,"[1.9465350184556027, 1.782557859265458, 0.1608356880268773, 0.8910802611245292, 2.093370805789267, 1.5852559257404732, -1.396354437366519, -2.119773178730759]"
7,-1.5897403678227926,"[-1.2044243917474418, -1.6769704570450155, 1.020158715012276, 2.541119354459045, 1.2930299916178343, -0.9598285627561549, -2.602825017363336]"
10,-2.134873395162848,"[-0.2743900589416808, -1.9514098425354887, 1.3278824735767585, -0.5202608738859862, 1.5203124992332246, -2.2631755795250186, 1.4073881669546142, 1.0546641814502826, -0.013150693544625724, -2.422733667944928]"
2,0.45416486958392355,"[-0.49835024841144104, 0.9525151179953646]"
2,-1.7382500828160254,"[-0.4276703713911334, -1.310579711424892]"
12,-5.3966654265817695,"[0.5067558021707685, 2.1917293139479574, 1.535868708684934, -0.9454962194915557, -1.6011225891063248, -1.0419911135253528, 1.6871720138967548, -2.5888941459266013, -1.3015649344359073, -2.422921361298949, 0.7101912473328338, -2.1263921488303277]"
5,-0.22571793007122087,"[-0.08414664516353021, 0.8316782080742242, 0.8389343131574938, 0.43557625770251507, -2.2477600638419237]"
8,-0.23606175690623843,"[-1.5636197691601614, 1.1326015440456874, 0.28881869407687866, -0.40915794739628497, 0.7355970615884924, -2.489058578669193, 1.5758159578221895, 0.49294128078615307]"
5,3.7046766528514046,"[0.7594923182579039, 0.1285306165435265, 1.9304750547334462, 2.029626963921127, -1.1434483006045988]"
10,4.711079045374355,"[2.086385694497945, -0.5487115489835634, -0.8628879448650857, 1.8725187329299113, 2.027182499409039, -0.4227864973842985, -0.148627014546872, 2.4804815778354894, -0.43123826741463045, -1.3412381861035803]"
10,3.098000897951678,"[-0.13290491571122542, -2.1166556070105145, 0.25625957459494053, -0.6011880945151793, 2.0091912734705786, 0.5885027112002237, 0.9109411851754774, 2.079192332276502, -2.2536947122906152, 2.3583571507614907]"
8,3.6211784759693835,"[0.38959093916526477, -0.5086939721318422, 0.3410501591472448, 1.2503685805873146, 0.5208215643371301, 1.9949685971797941, 1.1927185996377587, -1.5596459919532815]"
12,10.035387187360135,"[0.29343962134827306, 2.565841771921179, -1.3228356077193588, 2.0623198874872535, 2.0193310696629596, 2.7583881926813185, 2.0381606634217566, 0.13420740498490735, -1.2129726893547264, 2.340010689745496, -0.9529625081295492, -0.6875413086893736]"
4,-0.17604468874211365,"[1.2963517150524093, -1.9614762212662353, 0.740636638671158, -0.25155682119944567]"
7,2.853381639885485,"[0.46773223352739723, -0.12497825574838917, 1.353367205230494, 0.8951975314833485, -1.0330216044441087, 0.0003313940837013085, 1.2947531357530422]"
1,-2.691240139149318,[-2.691240139149318]
7,2.973637737124104,"[2.7702329066708695, 1.2215784540943457, -2.4045901855969616, 1.187640271291801, 1.9928555954636926, -1.5974506997913973, -0.19662860500824575]"
6,2.1546463884079796,"[0.6960192077064442, -0.1902794787153046, 2.009755148956246, -2.0948161548138327, 0.05762325144396341, 1.676344413830463]"
8,3.293871070624249,"[-0.9842145231357966, 1.1748838482696864, 1.9546145033352853, 1.9790028376196358, 0.058611243454937956, -0.021052780006745042, 0.11311998418268665, -0.9810940430954413]"
12,1.6745087392914497,"[0.5075622110254687, 0.9023562132658229, -0.9571786844311743, -1.7013331958152815, 0.5151918184030073, 1.4587498413225215, -2.6598396581789245, 1.6862030634356713, 0.29981445852413824, 1.4067325352103643, -0.5260065462721903, 0.7422566828020263]"
9,10.106014686380535,"[-2.418507477938737, 2.719001942418705, 2.037926146351094, 0.9184928170706477, 2.30295511655847, 1.13522787331289, 2.483021835729652, 2.3892474772220633, -1.4613510443442503]"
4,4.38207752842079,"[-0.5447943195496681, 2.1038780613158, 2.7189847697863407, 0.10400901686831698]"
5,3.6875792931222575,"[-0.46986370831371627, 0.5699507365634968, 0.10608573896201445, 1.9552546431130833, 1.5261518827973792]"
5,2.4650973435004326,"[0.22744363017561087, -1.4043274611156982, -0.29636865475266294, 1.5686276586543895, 2.3697221705387936]"
1,-1.3294804374094888,[-1.3294804374094888]
4,-0.2682553221716002,"[1.591793320541678, -0.20852908736644293, -1.1653343655056243, -0.48618518984121106]"
11,3.522861055267539,"[2.672998122114947, -0.9899026561053814, 0.6987774978961254, -0.4757222650999493, 1.03979855226906, -0.17672690683238645, 1.086884476161217, -1.1918776038832193, 1.9079428856602347, 0.8166845699746514, -1.86599561688776]"
11,2.2422674918565315,"[-2.4290585192895677, 0.7268777603193013, -0.3983189301530028, 1.822536140476522, 0.8255008265833896, 1.2025510452647183, 1.985366800400136, -0.8648194470586004, 1.1039015124625942, 0.6807745207605738, -2.4130442179095324]"
2,4.202240142884776,"[2.2953772068875513, 1.9068629359972245]"
9,-3.2017883839423242,"[1.998043471935404, -1.2664247417013328, -0.10346156705597842, 2.484168271955023, -2.4803257109923678, -2.4981696843594006, -2.187797935569692, 1.9832815090028029, -1.1311019971567826]"
10,-1.1769318933117814,"[-1.0228250321148946, 2.083948710645499, -0.8213937444446655, -0.5926074252225835, 0.5670321816449322, -0.5752563714732841, 0.8936515856531129, -0.657948534116215, -1.7282895811619206, 0.676756317278238]"
8,4.374758601204022,"[0.6063942277545484, 2.8191179855186888, -0.3273670383834215, -0.2550804034850893, -0.8031301990248965, 1.580284269316262, 1.7996842213070434, -1.0451444617991141]"
8,1.59130831539498,"[-0.5432223871798234, -0.16178502348059087, -2.2948917464230116, 0.13789845123780298, 2.240643076376203, 0.943898649773689, -0.6051052417411915, 1.8738725368319025]"
2,0.6697506723544584,"[1.4063265126703874, -0.736575840315929]"
11,-3.6012276892120134,"[0.5947143412483835, 1.4685150746289222, 0.062136276193016204, -0.9153654560358007, -0.9808669999815638, -0.4100577136972725, -2.424095910750826, -0.9245985903836924, -2.2690490630628974, 2.529464783134942, -0.33202443050522445]"
4,1.1089092279951287,"[2.5835231628335236, -0.6247446737633613, 1.6969436692772777, -2.5468129303523113]"
4,-3.2912288394588307,"[-2.3685559839784807, 0.07677069924861701, 0.7760350031517134, -1.7754785578806802]"
4,-4.417273852364904,"[-1.4325307832522793, -1.098356483210127, 0.4396679485011341, -2.3260545344036316]"
4,-0.21716884157088012,"[0.4461751232265909, -0.44383721151244915, 0.002651718067951503, -0.2221584713529734]"
6,-3.8559786955141337,"[0.4194998161312138, -2.116016035194977, 2.104528970563338, -0.3818925934655879, -2.728360936987104, -1.1537379165610169]"
